"StructureType","Address","City","County","LOC_PAGE","LOC_LONG","LOC_LAT","APN","Fault","SiteNumber","TOMBROBOX"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Easterly Terrace","Los Angeles","TBC","594","D","6","TBC","TBC","1519","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Walnut Woods Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1087","TBC"
"TBC","Ridge Way","Watsonville","TBC","TBC","TBC","TBC","049-271-41 & 42","TBC","0","TBC"
"TBC","TBC","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Hazel Dell Heights","Watsonville","TBC","TBC","TBC","TBC","TBC","TBC","481","TBC"
"TBC","Camellia Terrace","Los Gatos","Santa Clara","TBC","TBC","TBC","523-18-041","TBC","16227","TBC"
"TBC","Avondale Road","Hillsborough","San Mateo","28","F","6","TBC","TBC","1408","TBC"
"TBC","Miranda Road","Los Altos Hills","San Mateo","51","C","3","TBC","TBC","14560","TBC"
"TBC","Valley Quail Ct.","San Jose","Santa Clara","75","E","1","TBC","TBC","1138","TBC"
"TBC","Calvert Street","Woodland Hills","TBC","TBC","TBC","TBC","TBC","TBC","24526","TBC"
"TBC","TBC","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Trinity Drive","Menlo Park","TBC","TBC","TBC","TBC","TBC","TBC","1025","TBC"
"TBC","Oakford Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","215","TBC"
"TBC","Griffith Place","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","117","TBC"
"TBC","TBC","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Castroville Boulevard","TBC","Monterey","TBC","TBC","TBC","TBC","TBC","14944","TBC"
"TBC","Piedmont Avenue","Oakland","Alameda","TBC","TBC","TBC","TBC","TBC","4387","TBC"
"TBC","Grandview Ave","Monte Sereno","TBC","TBC","TBC","TBC","TBC","TBC","15995","TBC"
"TBC","TBC","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Willow Creek Street","Watsonville","TBC","TBC","TBC","TBC","TBC","TBC","142","TBC"
"TBC","Summit Springs Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","490","TBC"
"TBC","San Benencio Road","Salinas","TBC","TBC","TBC","TBC","TBC","TBC","242","TBC"
"TBC","Gila Drive","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","3418","TBC"
"TBC","Starwood Drive","Woodside","CA","TBC","TBC","TBC","TBC","TBC","22","TBC"
"TBC","Windsor","Los Altos Hills","Santa Clara","51","A","5","TBC","TBC","12230","TBC"
"TBC","La Loma Drive","Los Altos","Santa Clara","51","C","6","TBC","TBC","25396","TBC"
"TBC","TBC","Los Banos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Willow Creek Street","Watsonville","TBC","TBC","TBC","TBC","TBC","TBC","130","TBC"
"TBC","Arundel Road","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","50","TBC"
"TBC","Lake Boulevard","Redwood City","TBC","TBC","TBC","TBC","TBC","TBC","2446","TBC"
"TBC","Colorado Court","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","107","TBC"
"TBC","Allen Road","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","350","TBC"
"TBC","Blossom Way","Scotts Valley","Santa Cruz","42","60","48","TBC","TBC","12","TBC"
"TBC","Lubao Ave.","Woodland Hills","TBC","560","E","1","TBC","TBC","5913","TBC"
"TBC","TBC","Morgan Hill","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Promontory Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3111","TBC"
"TBC","Runnymede Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","880","TBC"
"TBC","tri","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","14671","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Bowman's Wash","Unincorporated","San Bernadino","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","N. Abbott Avenue","Milpitas","TBC","TBC","TBC","TBC","TBC","TBC","271","TBC"
"TBC","Canyon Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","27850","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Pedro View Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Antioch","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Foothill Lane","Los Altos Hills","Santa Clara","51","B","5","TBC","TBC","12130","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Saratoga","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Old Post Office & Kelly Building","Sunnyvale","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Cherryvale Avenue","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","4725","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Valencia Drive","Millbrae","TBC","TBC","TBC","TBC","TBC","TBC","200","TBC"
"TBC","Knightshaven Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","170","TBC"
"TBC","TBC","Los Gatos","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Chargin Drive","Morgan Hill","TBC","TBC","TBC","TBC","TBC","TBC","405","TBC"
"TBC","TBC","TBC","Santa Cruz","TBC","TBC","TBC","076-251-20 & 26","TBC","TBC","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Jackson Street","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","168","TBC"
"TBC","Rainbow Dr.","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","6473","TBC"
"TBC","TBC","E. San Jose","Santa Clara County","TBC","TBC","TBC","TBC","TBC","Claitor","TBC"
"TBC","Maybury Place","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","122","TBC"
"TBC","Addison Ave.","Palo Alto","TBC","TBC","TBC","TBC","TBC","TBC","978","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Lanfair Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Walsh Road","Atherton","TBC","TBC","TBC","TBC","TBC","TBC","383","TBC"
"TBC","Manzanita Way","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","660","TBC"
"TBC","Mt. Whitney Drive","San Jose","Santa Clara","63","B","1","TBC","TBC","1510","TBC"
"TBC","TBC","Portola Valley","San Mateo County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Cupertino","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Charleston Court","Palo Alto","TBC","TBC","TBC","TBC","TBC","TBC","717","TBC"
"TBC","Industrial Road","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","1710","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Regent Drive","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","121","TBC"
"TBC","Manzanita Way","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","660","TBC"
"TBC","Alta Vista Way","San Jose","Santa Clara","56","B","2","TBC","TBC","15825","TBC"
"TBC","TBC","Woodside","San Mateo County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Winnetka Ave.","Woodland Hills","TBC","560","E","4","TBC","TBC","4850","TBC"
"TBC","TBC","Lafayette","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Vista Arroyo Court","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","12329","TBC"
"TBC","Humboldt Road","Brisbane","TBC","TBC","TBC","TBC","TBC","TBC","276","TBC"
"TBC","Quimby Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3786","TBC"
"TBC","Hillman Street","Santa Clara","Santa Clara","TBC","TBC","TBC","TBC","TBC","531","TBC"
"TBC","Fancher Court","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","104","TBC"
"TBC","Ellenview Avenue","Woodland Hills","TBC","529","D","1","TBC","TBC","6019","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","overlook","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","730","TBC"
"TBC","Chesley Court","Mountain View","TBC","TBC","TBC","TBC","TBC","TBC","511","TBC"
"TBC","Cinnabar Hills Road","San Jose","Santa Clara","TBC","TBC","TBC","742-02-022","TBC","8000","TBC"
"TBC","Exeter Ave.","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","223","TBC"
"TBC","TBC","Redwood City","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Robenson Drive","San Francisco","San Francisco","TBC","TBC","TBC","TBC","TBC","34","TBC"
"TBC","Aztec Ridge","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","16371","TBC"
"TBC","Fall Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1514","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Belridge Drive","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","130","TBC"
"TBC","So. Foothill Blvd.","Cupertino","Santa Clara County","TBC","TBC","TBC","357-030-71","TBC","10428","TBC"
"TBC","Starwood","Woodside","San Mateo County","46","C","3","TBC","TBC","22","TBC"
"TBC","Knoll Drive","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","714","TBC"
"TBC","Aztec Ridge Drive","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","16371","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Wagner Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","18157","TBC"
"TBC","Solero Court","E. San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","Unit 1, Lo","TBC"
"TBC","TBC","Cupertino","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","San Martin","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Garner Avenue #15","Salinas","TBC","TBC","TBC","TBC","TBC","TBC","704","TBC"
"TBC","Whitney Avenue","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","128","TBC"
"TBC","*9 Valley Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1265","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Mission Trail","Woodside","San Mateo","42","C","2","TBC","TBC","25","TBC"
"TBC","Great Mall Drive","Milpitas","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Oak Street","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","14755","TBC"
"TBC","Serramonte Drive","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","18087","TBC"
"TBC","Great Mall Drive","Milpitas","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Otis Avenue","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","132","TBC"
"TBC","Archer Way","Campbell","Santa Clara","TBC","TBC","TBC","TBC","TBC","1134","TBC"
"TBC","Holly Ann Place","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1148","TBC"
"TBC","Symphony Lane","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","4654","TBC"
"TBC","El Sombroso Drive","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","744","TBC"
"TBC","Wagner Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","18157","TBC"
"TBC","Cuesta Real","La Honda","San Mateo","50","B","5","TBC","TBC","171","TBC"
"TBC","TBC","San Mateo County","San Mateo County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Almaden Court","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","16750","TBC"
"TBC","El Camino Del Lago","Atherton","TBC","TBC","TBC","TBC","TBC","TBC","261","TBC"
"TBC","Mountain Way","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","19233","TBC"
"TBC","Durham Road","Fremont","TBC","TBC","TBC","TBC","TBC","TBC","2400","TBC"
"TBC","Lindy Place","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","1148","TBC"
"TBC","Nicks Road","TBC","Santa Clara","TBC","TBC","TBC","575-11-020","TBC","TBC","TBC"
"TBC","East View Way","Woodside","San Mateo","36","B","5","TBC","TBC","623","TBC"
"TBC","Alcott Way","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","18929","TBC"
"TBC","Long Meadow Drive","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","159","TBC"
"TBC","Santa Rosa Drive","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","471","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Alta Vista Rd.","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","124","TBC"
"TBC","LITTLE BROOK","Los Gatos","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","19747","TBC"
"TBC","Saratoga Hills Drive","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","10875","TBC"
"TBC","Jacob Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1651","TBC"
"TBC","Grove Court","Portola Valley","San Mateo","TBC","TBC","TBC","TBC","TBC","4","TBC"
"TBC","Mt. Eden Road","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","22215","TBC"
"TBC","Acorn Way","Gilroy","Santa Clara","TBC","TBC","TBC","TBC","TBC","8861","TBC"
"TBC","Malarin Ave.","Santa Clara","Santa Clara","TBC","TBC","TBC","TBC","TBC","655","TBC"
"TBC","Oak Ridge Way","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","15270","TBC"
"TBC","Theta Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","499","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Boulder Creek","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","East 20th Avenue","San Mateo","San Mateo","TBC","TBC","TBC","TBC","TBC","20","TBC"
"TBC","Lomita Linda Court","Los Altos Hills","Santa Clara","58","E","1","TBC","TBC","25707","TBC"
"TBC","Crest Lane","Menlo Park","San Mateo","TBC","TBC","TBC","TBC","TBC","2316","TBC"
"TBC","Howard Avenue","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","2308","TBC"
"TBC","Bear Creek Road","Unincorporated","Santa Cruz","TBC","TBC","TBC","TBC","TBC","21014","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Morse Street","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","882","TBC"
"TBC","Willow Glen Way","San Jose","Santa Clara","TBC","TBC","TBC","434-31-022, 032, 033","TBC","791","TBC"
"TBC","Country Squire Lane","Saratoga","Santa Clara","65","B","2","TBC","TBC","12151","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Esperanza Dr","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","26335","TBC"
"TBC","East Warren Avenue","Fremont","TBC","TBC","TBC","TBC","TBC","TBC","Tract 7298","TBC"
"TBC","Benedict Avenue","Unincorporated","Santa Cruz","TBC","TBC","TBC","TBC","TBC","101","TBC"
"TBC","El Rancho Avenue","Monte Sereno","TBC","TBC","TBC","TBC","TBC","TBC","17341","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Portola Road","Portola Valley","San Mateo","46","F","3","TBC","TBC","1077","TBC"
"TBC","TBC","Salinas","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Creekside Lane","Santa Cruz","Santa Cruz","TBC","TBC","TBC","TBC","TBC","230","TBC"
"TBC","Mulberry Lane","Atherton","TBC","TBC","TBC","TBC","TBC","TBC","68","TBC"
"TBC","Kaylene Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1261","TBC"
"TBC","Capitol Ave","Capitola","Santa Cruz","TBC","TBC","TBC","TBC","TBC","405","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Third Avenue","Daly City","TBC","TBC","TBC","TBC","TBC","TBC","173","TBC"
"TBC","DeFoe Drive","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","7554","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Sueno Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3255","TBC"
"TBC","Higuera Rancho Road","TBC","Santa Clara","TBC","TBC","TBC","654-16-001","TBC","TBC","TBC"
"TBC","Skyline Road","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","24993","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Via Escalera","Los Altos","TBC","TBC","TBC","TBC","TBC","TBC","2121","TBC"
"TBC","Kriste Lane","Los Altos Hills","Santa Clara","TBC","TBC","TBC","TBC","TBC","26060","TBC"
"TBC","TBC","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Edgewood Avenue","San Francisco","San Francisco","TBC","TBC","TBC","TBC","TBC","212","TBC"
"TBC","W. Naughton Ave","Belmont","TBC","TBC","TBC","TBC","TBC","TBC","3852","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Casitas Blvd.","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","266","TBC"
"TBC","Rustling Oak","Morgan Hill","Santa Clara","TBC","TBC","TBC","TBC","TBC","16480","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Minto Road","Watsonville","Santa Cruz","TBC","TBC","TBC","051-511-35","TBC","TBC","TBC"
"TBC","Aliso Way","Portola Valley","San Mateo","TBC","TBC","TBC","TBC","TBC","15","TBC"
"TBC","TBC","Palo Alto","TBC","TBC","TBC","TBC","TBC","TBC","707","TBC"
"TBC","Tourney Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","17770","TBC"
"TBC","Quail Ridge Road","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","25350","TBC"
"TBC","Sherwood Drive","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","2941","TBC"
"TBC","Willow Creek Street","Watsonville","TBC","TBC","TBC","TBC","TBC","TBC","138","TBC"
"TBC","Bertram Road","TBC","Santa Clara","TBC","TBC","TBC","742-04-020","TBC","21290","TBC"
"TBC","Montecito","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","8","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","San Mateo","42","TBC","TBC","TBC","TBC","Cedar","D3"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Allen Road","TBC","San Mateo","46","A","3","075-340-270","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Sky Meadow Lane","Scotts Valley","TBC","TBC","TBC","TBC","TBC","TBC","16","TBC"
"TBC","Kaylene Court","San Jose","CA","TBC","TBC","TBC","TBC","TBC","1261","TBC"
"TBC","TBC","Skyline","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Watson Canyon Court","San Ramon","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Claitor Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3994","TBC"
"TBC","Whiskey Hill Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","447","TBC"
"TBC","Kayline Ct","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1261","TBC"
"TBC","TBC","Los Gatos","Santa Clara","70","TBC","TBC","TBC","TBC","Hyde S","F5"
"TBC","TBC","Cupertino","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Lynhurst Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1299","TBC"
"TBC","Larkin Valley Road","Watsonville","Santa Cruz","TBC","TBC","TBC","TBC","TBC","711","TBC"
"TBC","Franklin Street","Unincorporated","San Mateo","TBC","TBC","TBC","TBC","TBC","845","TBC"
"TBC","TBC","Unincorporated","Contra Costa","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Wideview Court","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","102","TBC"
"TBC","Fey Drive","Burlingame","San Mateo County","TBC","TBC","TBC","TBC","TBC","103","TBC"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Dorel Drive","San Jose","Santa Clara","TBC","TBC","TBC","595-27-36","TBC","TBC","TBC"
"TBC","Talbryn Lane","Belmont","TBC","TBC","TBC","TBC","TBC","TBC","1239","TBC"
"TBC","New Avenue","San Martin","Santa Clara","TBC","TBC","TBC","TBC","TBC","13145","TBC"
"TBC","Mt. Eden Road","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","22040","TBC"
"TBC","Bertram Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","8108","TBC"
"TBC","Redwood Terrace","TBC","San Mateo","49","F","6","082-020-010","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Continental Drive","Menlo Park","San Mateo","TBC","TBC","TBC","TBC","TBC","1060","TBC"
"TBC","Navajo Trail","Unincorporated","Santa Clara","TBC","TBC","TBC","TBC","TBC","17800","TBC"
"TBC","Park Road","Emerald Hills","San Mateo","TBC","TBC","TBC","TBC","TBC","2511","TBC"
"TBC","Redwood Drive","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","17986","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Glenwood Avenue","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","140","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","La Cresta Drive","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","13000","TBC"
"TBC","Morgan Place","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3453","TBC"
"TBC","Loma Prieta Dr","Aptos","TBC","TBC","TBC","TBC","TBC","TBC","416","TBC"
"TBC","Rolling Hills Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","22525","TBC"
"TBC","Santa Rosa Drive","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","460","TBC"
"TBC","Trinity Avenue","Saratoga","Santa Clara","64","F","5","TBC","TBC","20775","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","La Cresta Drive","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","13000","TBC"
"TBC","Barnhart Avenue","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","18977","TBC"
"TBC","Empire Grade Road","Unincorporated","Santa Cruz","TBC","TBC","TBC","080-174-26","TBC","8355","TBC"
"TBC","Sky View Terrace","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","23547","TBC"
"TBC","Suncrest Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","Lot33","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Elena Privada","Mountain View","TBC","TBC","TBC","TBC","TBC","TBC","1193","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Shaffer Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1495","TBC"
"TBC","Sky View Terrace","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","23547","TBC"
"TBC","Vista Verde Way","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","35","TBC"
"TBC","Norton Road","Saratoga","Santa Clara","69","F","2","TBC","TBC","15175","TBC"
