"StructureType","Address","City","County","LOC_PAGE","LOC_LONG","LOC_LAT","APN","Fault","SiteNumber","TOMBROBOX"
"Residential","VISTA DEL MAR","San Jose","SANTA CLARA","TBC","TBC","PG 55 F-1","000-000-000","TBC","3555","TBC"
"Residential","STAR RIDGE COURT","Saratoga","SANTA CLARA","TBC","TBC","PG 64 E-3","000-000-000","TBC","12832","TBC"
"Residential","VIA SANTA TERESA","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","20201","TBC"
"Residential","ELEANOR DRIVE","Woodside","TBC","TBC","TBC","PG 42 F-2","000-000-000","TBC","175","TBC"
"Residential","ALTA VISTA WAY","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","15863","TBC"
"Residential","OAK ROAD","Orinda","CONTRA COSTA","TBC","TBC","PG 42 E-7","000-000-000","TBC","35","TBC"
"Residential","Bank Mill Lane","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21075","TBC"
"Residential","Woodland Vista","Unincorporated","San Mateo","TBC","TBC","TBC","083-310-140","TBC","TBC","TBC"
"Residential","JONES ROAD","Los Gatos","TBC","TBC","TBC","PG 70 D-5","000-000-000","TBC","221","TBC"
"Residential","FARM HILL BOULVEARD","Redwood City","TBC","TBC","TBC","PG 36 D-5","000-000-000","TBC","3770","TBC"
"Residential","VERBA LEE LANE","Hillsborough","TBC","TBC","TBC","TBC","000-000-000","TBC","25","TBC"
"Residential","SIMONI DRIVE","San Jose","SANTA CLARA","TBC","TBC","PG 56 B-3","000-000-000","TBC","15720","TBC"
"Residential","Jacaranda Circle","Hillsborough","TBC","TBC","TBC","TBC","000-000-000","TBC","726","TBC"
"Residential","TRINITY COURT","Saratoga","SANTA CLARA","TBC","TBC","PG 64 F-5","000-000-000","TBC","13970","TBC"
"Residential","SHORT HILL COURT","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","14156","TBC"
"Residential","HIGUERA ROAD","San Jose","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","18","TBC"
"Residential","RANCH ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","70","TBC"
"Residential","OAK LEAF LANE","Morgan Hill","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","3035","TBC"
"Residential","SILACCI DRIVE","Campbell","SANTA CLARA","TBC","TBC","PG 65 E-4","000-000-000","TBC","1599","TBC"
"Residential","OAK LEAF LANE","Morgan Hill","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","3035","TBC"
"Residential","DEER SPRINGS WAY","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","27233","TBC"
"Residential","SHAWNEE PASS","Portola Valley","TBC","TBC","TBC","PG 47 A-3","000-000-000","TBC","234","TBC"
"Residential","DEER SPRINGS WAY","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","27233","TBC"
"Residential","CREST DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","333","TBC"
"Residential","MINOR AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","687","TBC"
"Residential","LOST VIEW ROAD","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","LOST VIEW ROAD","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","CHESHAM AVENUE","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","124","TBC"
"Residential","VILLA OAKS","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21888","TBC"
"Residential","BLACK ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","19475","TBC"
"Residential","Chula Vista Drive","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","11250","TBC"
"Residential","VIA SANTA TERESA","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","20201","TBC"
"Residential","CALAVERAS RIDGE DRIVE","Milpitas","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","838","TBC"
"Residential","CLUB DRIVE","San Carlos","TBC","TBC","TBC","TBC","000-000-000","TBC","71","TBC"
"Residential","TOYONE COURT","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","115","TBC"
"Residential","LUMBERTON ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21315","TBC"
"Residential","West Seacliff Drive","Aptos","TBC","TBC","TBC","TBC","000-000-000","TBC","735","TBC"
"Residential","Las Pulgas Drive","Woodside","San Mateo","TBC","TBC","TBC","000-000-000","TBC","480","TBC"
"Residential","MOUNTAIN WOOD LANE","Woodside","TBC","TBC","TBC","PG 809 G-1","000-000-000","TBC","201","TBC"
"Residential","KINGS CREEK ROAD","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","18350","TBC"
"Residential","SARATOGA/LOS GATOS ROAD","Monte Sereno","SANTA CLARA","TBC","TBC","PG 70 D-3","000-000-000","TBC","18211","TBC"
"Residential","MOUNT EDEN ROAD","Saratoga","SANTA CLARA","TBC","TBC","Pg. 64, C-","000-000-000","TBC","23555","TBC"
"Residential","COMANCHE TRAIL","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","20904","TBC"
"Residential","GOLDEN HILLS DRIVE","PORTOLA VALLEY","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","CHULA VISTA AVENUE","Burlingame","TBC","TBC","TBC","TBC","000-000-000","TBC","1035","TBC"
"Residential","WHY WORRY LANE","Woodside","SAN MATEO","TBC","TBC","Pg. 42, C-","000-000-000","TBC","60","TBC"
"Residential","SOELRO COURT","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","7","TBC"
"Residential","WAYSIDE ROAD","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","300","TBC"
"Residential","HEARTWOOD HILL","Boulder Creek","TBC","TBC","TBC","TBC","000-000-000","TBC","380","TBC"
"Residential","JACKSON STREET","San Francisco","TBC","TBC","TBC","TBC","000-000-000","TBC","2434","TBC"
"Residential","UPPER BIG TREE ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","33","TBC"
"Residential","WARE ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","220","TBC"
"Residential","UPLAND ROAD","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","412","TBC"
"Residential","LANFAIR CIRCLE","San Jose","SANTA CLARA","TBC","TBC","PG 67 D-4","000-000-000","TBC","559","TBC"
"Residential","VISTA MONT DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3113","TBC"
"Residential","LOMA CHIQUITA ROAD","LOS GATOS","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","32513","TBC"
"Residential","GIANNINI DRIVE","Santa Clara","SANTA CLARA","TBC","TBC","PG 60 C-3","000-000-000","TBC","626","TBC"
"Residential","CHARTERS AVENUE","Saratoga","SANTA CLARA","TBC","TBC","Pg. 65, A-","000-000-000","TBC","19866","TBC"
"Residential","UNION AVENUE","Redwood City","San Mateo","TBC","TBC","TBC","000-000-000","TBC","1567","TBC"
"Residential","AMBRIC KNOLLS ROAD","SARATOGA","SANTA CLARA","TBC","TBC","pg. 69, E-","503-055-022","TBC","14634","TBC"
"Residential","UNION AVENUE","Redwood City","San Mateo","TBC","TBC","TBC","000-000-000","TBC","1567","TBC"
"Residential","SYCAMORE","San Carlos","SAN MATEO","TBC","TBC","Pg. 3, C-5","000-000-000","TBC","409","TBC"
"Residential","SHASTA AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1670","TBC"
"Residential","VISTA LOOP","San Jose","SANTA CLARA","TBC","TBC","Pg. 71, F-","000-000-000","TBC","5962","TBC"
"Residential","Howell Avenue","Santa Clara","TBC","TBC","TBC","TBC","000-000-000","TBC","2972","TBC"
"Residential","BEAR GULCH ROAD","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","CATHCART WAY","Stanford","TBC","TBC","TBC","TBC","000-000-000","TBC","1092","TBC"
"Residential","LAKE ROAD","Portola Valley","SAN MATEO","TBC","TBC","Pg. 51, C-","000-000-000","TBC","115","TBC"
"Residential","Lorenzen Drive","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1761","TBC"
"Residential","JANE DRIVE","Woodside","SAN MATEO","TBC","TBC","Pg. 42, D-","000-000-000","TBC","124","TBC"
"Residential","LOS PATIOS","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","119","TBC"
"Residential","Stephanie Lane","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","15990","TBC"
"Residential","GEMINI COURT","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","122","TBC"
"Residential","PIERCE ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","13815","TBC"
"Residential","GEMINI COURT","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","122","TBC"
"Residential","LOMA COURT","Palomar Park","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","750","TBC"
"Residential","WHISPERING PINES","Scotts Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","695","TBC"
"Residential","LANSBERRY COURT","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","136","TBC"
"Residential","WHISPERING PINES","Scotts Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","695","TBC"
"Residential","NORTH JACKSON AVENUE","San Jose","SANTA CLARA","TBC","TBC","PG 55 E-5","000-000-000","TBC","150","TBC"
"Residential","RIMROCK DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1346","TBC"
"Residential","Tiffany Canyon Court","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1344","TBC"
"Residential","Eshner Court","Los Altos","San Mateo","TBC","TBC","TBC","TBC","TBC","26411","TBC"
"Residential","RIMROCK DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1346","TBC"
"Residential","MOUNTAIN WAY","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","19471","TBC"
"Residential","BLACK MOUNTAIN ROAD","Los Altos Hills","SAN MATEO","TBC","TBC","Pg. 51, A-","000-000-000","TBC","27855","TBC"
"Residential","Appleton Drive","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3528","TBC"
"Residential","ELEANOR DRIVE","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","228","TBC"
"Residential","ELEANOR DRIVE","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","228","TBC"
"Residential","MOSSWOOD COURT","Santa Cruz","TBC","TBC","TBC","TBC","000-000-000","TBC","177","TBC"
"Residential","FARRINGDON DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1401","TBC"
"Residential","UPPER HILL COURT","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","13889","TBC"
"Residential","UPPER HILL COURT","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","13889","TBC"
"Residential","Somerset Drive","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1108","TBC"
"Residential","VIA DE TESOROS","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","148","TBC"
"Residential","Gailen Avenue","Palo Alto","TBC","TBC","TBC","TBC","000-000-000","TBC","795","TBC"
"Residential","FAIRFIELD COURT","Palo Alto","TBC","TBC","TBC","TBC","000-000-000","TBC","264","TBC"
"Residential","Cerro Verde","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1341","TBC"
"Residential","FARRAGOT","Hollister","TBC","TBC","TBC","TBC","000-000-000","TBC","1491","TBC"
"Residential","TRINIDAD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","6706","TBC"
"Residential","ZACHARY COURT","Menlo Park","TBC","TBC","TBC","TBC","000-000-000","TBC","5","TBC"
"Residential","DONAHE","Milpitas","TBC","TBC","TBC","TBC","000-000-000","TBC","346","TBC"
"Residential","BANK MILL LANE","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21063","TBC"
"Retaining Wall","Patrol Road","Woodside","San Mateo","42","B","3","TBC","TBC","617","TBC"
"Retaining Wall","Esperanza","Los Altos Hills","Santa Clara","51","B","3","TBC","TBC","26335","TBC"
"Retaining Wall","Arrowhead Lane","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Retaining Wall","TBC","TBC","TBC","40","E","3","TBC","TBC","TBC","TBC"
"Retaining Wall","Spreckles Dr.","Aptos","Santa Cruz","70","77","65","041-042-15","TBC","275","TBC"
"Retaining Wall","ESTATE DRIVE","Ben Lomond","TBC","TBC","TBC","TBC","000-000-000","TBC","265","TBC"
"Retaining Wall","Redberry Drive","Los Gatos","Santa Clara","70","B","3","TBC","TBC","19540","TBC"
"Retaining Wall","ALMADEN COURT","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","26750","TBC"
"Retaining Wall","CAREMELITA DRIVE","San Carlos","TBC","TBC","TBC","TBC","000-000-000","TBC","2255","TBC"
"Retaining Wall","Los Trancos Road","Portola Valley","San Mateo","51","C","1","TBC","TBC","1111","TBC"
"Retaining Wall","Bridge Avenue","Hillsborough","San Mateo","29","C","6","TBC","TBC","350","TBC"
"Retaining Wall","CRAGMONT COURT","San Mateo","TBC","TBC","TBC","TBC","000-000-000","TBC","8","TBC"
"Retaining Wall","Stevens Canyon Road","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","10775","TBC"
"Retaining Wall","CLAYTON ROAD","San Jose","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","13375","TBC"
"Retaining Wall","Camino Del Cerro","Los Gatos","Santa Clara","71","B","3","TBC","TBC","16075","TBC"
"Retaining Wall","Nevada Street","San Francisco","San Francisco","15","A","2","TBC","TBC","409","TBC"
"Retaining Wall","Mesa Dr.","Aptos","Santa Cruz County","61","75","63","TBC","TBC","7247","TBC"
"Retaining Wall","Jacks Road","Saratoga","Santa Clara County","TBC","TBC","TBC","TBC","TBC","20878","TBC"
"Retaining Wall","Mistletoe Road","Los Gatos","Santa Clara","65","D","6","TBC","TBC","212","TBC"
"Retaining Wall","ESTATE DRIVE","Ben Lomond","TBC","TBC","TBC","TBC","000-000-000","TBC","255","TBC"
"Retaining Wall","Alta Vista Way","San Jose","Santa Clara","56","B","2","TBC","TBC","15812","TBC"
"Retaining Wall","Kalispell Court","Sunnyvale","Santa Clara","59","D","2","TBC","TBC","1601","TBC"
"Retaining Wall","Malcom Avenue","Belmont","San Mateo","33","A","3","TBC","TBC","364","TBC"
"Retaining Wall","Aldercroft Heights","TBC","Santa Clara","78G","F","1","TBC","TBC","21536","TBC"
"Retaining Wall","BYRNE AVENUE","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","10211","TBC"
"Retaining Wall","Roble Blanco","Los Altos Hills","Santa Clara","50","F","3","TBC","TBC","27905","TBC"
"Retaining Wall","Deepark Road","Los Gatos","Santa Clara","71","D","8","TBC","TBC","Lot 9","TBC"
"Retaining Wall","FREEDOM BOULEVARD","Aptos","TBC","TBC","TBC","TBC","000-000-000","TBC","4460","TBC"
"Retaining Wall","ALAMEDA DE LAS PULGAS","Belmont","TBC","TBC","TBC","TBC","000-000-000","TBC","606","TBC"
"Retaining Wall","Darrell Road","Hillsborough","San Mateo","28","E","5","TBC","TBC","520","TBC"
"Retaining Wall","Cowper St.","Palo Alto","Santa Clara","44","A","1","TBC","TBC","330","TBC"
"Retaining Wall","Joselyn Lane","Woodside","San Mateo","42","B","2","TBC","TBC","2855","TBC"
"Retaining Wall","Country Way","Los Altos Hills","Santa Clara","TBC","TBC","TBC","TBC","TBC","13400","TBC"
"Retaining Wall","PRESTON ROAD","WOODSIDE","TBC","TBC","TBC","TBC","000-000-000","TBC","16","TBC"
"Retaining Wall","CAMELOT COURT","San Carlos","TBC","TBC","TBC","TBC","000-000-000","TBC","61","TBC"
"Retaining Wall","SAN JUAN ROAD","Cupertino","SANTA CLARA","TBC","TBC","PG 59 B-5","000-000-000","TBC","22701","TBC"
"Retaining Wall","ALTA VISTA WAY","San Jose","SANTA CLARA","TBC","TBC","PG 56 B-2","000-000-000","TBC","15812","TBC"
"Retaining Wall","CRYSTAL SPRINGS DRIVE","San Jose","SANTA CLARA","TBC","TBC","PG 75 6-C","000-000-000","TBC","6731","TBC"
"Retaining Wall","SATURN DRIVE","San Leandro","TBC","TBC","TBC","TBC","000-000-000","TBC","14686","TBC"
"Retaining Wall","Canyon View Dr.","Saratoga","Santa Clara","64","E","6","503-028-108","TBC","21221 r","TBC"
"Retaining Wall","Fail Avenue","San Jose","Santa Clara","56","C","6","TBC","TBC","1515","TBC"
"Retaining Wall","LUPINE DRIVE","Sunnyvale","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","1043","TBC"
"Retaining Wall","Mission San Jose","Fremont","Alameda","110","D","1","TBC","TBC","TBC","TBC"
"Retaining Wall","Forest Avenue","Belmont","San Mateo","32","E","4","TBC","TBC","2108","TBC"
"Retaining Wall","Edgemont Drive","San Jose","Santa Clara","56","B","2","TBC","TBC","10951","TBC"
"Retaining Wall","Glenalbyn Dr.","Los Angeles","Los Angeles","595","A","5","TBC","TBC","4065","TBC"
"Retaining Wall","ranch Road","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","509","TBC"
"Retaining Wall","Haymeadow Dr.","Saratoga","Santa Clara","69","E","1","TBC","TBC","21185","TBC"
"Retaining Wall","SULLIVAN WAY","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21231","TBC"
"Retaining Wall","SULLIVAN WAY","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21231","TBC"
"Retaining Wall","Remo Way","San Carlos","San Mateo","36","B","1","TBC","TBC","1052","TBC"
"Retaining Wall","SHANNON ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","15455","TBC"
"Retaining Wall","La Paloma Rd.","Los Altos Hills","Santa Clara","51","C","4","175-350-80","TBC","13831","TBC"
"Retaining Wall","SHANNON ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","15455","TBC"
"Retaining Wall","MONTE SUNSET DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","20755","TBC"
"Retaining Wall","Santa Rosa Drive","Los Gatos","Santa Clara","71","D","5","TBC","TBC","320","TBC"
"Retaining Wall","Auburn Way","San Jose","Santa Clara","60","E","4","TBC","TBC","430","TBC"
"Retaining Wall","FAMILY FARM ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Retaining Wall","UPPER HILL COURT","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","13889","TBC"
"Riding Rink","Palomar Drive","Redwood City","San Mateo","36","B","3","TBC","TBC","1145","TBC"
"Riding Trail Fill","Happy Acres Road","Los Gatos","TBC","71","B","4","TBC","TBC","145","TBC"
"Road","Quimby Road","TBC","Santa Clara County","63","F","3","654-002-003","TBC","TBC","TBC"
"Road","Off Pescadero Creek","TBC","San Mateo County","49","A","7","082-070-050","TBC","TBC","TBC"
"Road","Bear Gulch Road","TBC","San Mateo County","42","A","6","TBC","TBC","1170","TBC"
"Road","Cristich/Vietenheim","Campbell","Santa Clara County","66","B","4","TBC","TBC","TBC","TBC"
"Road","Nathhorst Avenue","Portola Valley","San Mateo","47","B","4","TBC","TBC","TBC","TBC"
"Road","Pescadero Road","Pescadero","San Mateo","TBC","TBC","TBC","TBC","TBC","Lands of I","TBC"
"Road","Pescadero Road","Pescadero","San Mateo","TBC","TBC","TBC","TBC","TBC","Lands of I","TBC"
"Road","La Honda Rd.","La Honda","San Mateo","49A","TBC","TBC","TBC","TBC","7145","TBC"
"Road","Kebet Ridge Road","Sky Londa","San Mateo","46","C","3","075-321-200","TBC","400","TBC"
"Road","Airline Highway","Hollister","San Benito","TBC","TBC","TBC","TBC","TBC","20328","TBC"
"Road","Rapley Ranch Road","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"Road","Observatory Drive","East San Jose","Santa Clara","56","C","3","TBC","TBC","13941","TBC"
"Road","Steele Ranch","TBC","San Mateo County","48A","F","5","087-120-040","TBC","TBC","TBC"
"Road","Starwood Drive","Skylonda","San Mateo","46","B","3","TBC","TBC","TBC","TBC"
"Road","STARWOOD DRIVE","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Road","Favre Ridge Road","TBC","Santa Cruz","9","47","17","TBC","TBC","TBC","TBC"
"Road","TBC","Mountain View","Santa Clara","52","B","1","TBC","TBC","TBC","TBC"
"School","Del Monte St.","San Mateo","San Mateo","32","D","2","TBC","TBC","3115","TBC"
"School","PRINCEVALE STREET","Gilroy","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"School","IRONWOOD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","800","TBC"
"School","IRONWOOD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","800","TBC"
"School","IRONWOOD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","800","TBC"
"School","IRONWOOD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","800","TBC"
"School","TBC","San Francisco","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"School","TBC","San Francisco","San Francisco","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"School","SOMMERSET DRIVE","San Jose","SANTA CLARA","TBC","TBC","pg. 49, E-","000-000-000","TBC","1230","TBC"
"School","UNIVERSITY OF CA","San Francisco","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Single-Family Home","Dawson","San Jose","Santa Clara","62","3","6","TBC","TBC","431","TBC"
"Single-Family Home","Los Trancos Circle","Portola Valley","San Mateo","57","C","1","TBC","TBC","136","TBC"
"Single-Family Home","Micheltorena Street","Los Angeles","Los Angeles","594","C","6","TBC","TBC","920","TBC"
"Single-Family Home","Porter Gulch Rd.","Aptos","Santa Cruz","52","73","57","TBC","TBC","5075","TBC"
"Single-Family Home","Stonington Court","Danville","Contra Costa","98","D","2","TBC","TBC","70","TBC"
"Single-Family Home","Coquito Court","Menlo Park","San Mateo","50","B","1","TBC","TBC","34","TBC"
"Single-Family Home","Woodside Road","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","3603","TBC"
"Single-Family Home","Skyline Blvd.","TBC","San Mateo County","41","C","1","TBC","TBC","13260","TBC"
"Single-Family Home","Upper Happy Valley","Lafayette","Contra Costa","71","C","1","TBC","TBC","1227","TBC"
"Single-Family Home","Skyline Boulevard","TBC","San Mateo","41","C","2","067-080-230","TBC","TBC","TBC"
"Single-Family Home","La Cota Place","Sherman Oaks","Los Angeles","561","J","5","TBC","TBC","14649","TBC"
